id,name,age,gender,phone_number
6104,Zilola,43,Ayol,9.98903E+11
6105,Nigora,36,Ayol,9.98902E+11
6106,Aziz,35,Erkak,9.98333E+11
6107,Nargiza,46,Ayol,9.98973E+11
6108,Shahnoza,57,Ayol,9.98338E+11
6109,Shahnoza,55,Ayol,9.98339E+11
6110,Javlon,63,Erkak,9.98975E+11
6111,Ali,21,Erkak,9.98975E+11
6112,Ali,42,Erkak,9.98337E+11
6113,Javlon,51,Erkak,9.9891E+11
6114,Ulug'bek,57,Erkak,9.98333E+11
6115,Dilnoza,46,Ayol,9.98907E+11
6116,Sitora,34,Ayol,9.98335E+11
6117,Mehriniso,47,Ayol,9.98976E+11
6118,Ulug'bek,20,Erkak,9.98334E+11
6119,Ulug'bek,34,Erkak,9.98972E+11
6120,Bekzod,46,Erkak,9.98909E+11
6121,Malika,56,Ayol,9.98335E+11
6122,Mehriniso,49,Ayol,9.98972E+11
6123,Zilola,57,Ayol,9.98972E+11
6124,Mehriniso,57,Ayol,9.98332E+11
6125,Sherzod,63,Erkak,9.98336E+11
6126,Ulug'bek,55,Erkak,9.98905E+11
6127,Sitora,56,Ayol,9.98907E+11
6128,Malika,59,Ayol,9.98335E+11
6129,Mehriniso,30,Ayol,9.98979E+11
6130,Aziz,40,Erkak,9.98973E+11
6131,Shahzod,52,Erkak,9.98333E+11
6132,Javlon,34,Erkak,9.98338E+11
6133,Shahzod,46,Erkak,9.98973E+11
6134,Shahnoza,60,Ayol,9.98975E+11
6135,Javlon,29,Erkak,9.98979E+11
6136,Zilola,36,Ayol,9.98906E+11
6137,Zilola,43,Ayol,9.98332E+11
6138,Zilola,51,Ayol,9.98976E+11
6139,Nigora,47,Ayol,9.98973E+11
6140,Nigora,61,Ayol,9.98971E+11
6141,Ali,37,Erkak,9.98975E+11
6142,Sitora,41,Ayol,9.98336E+11
6143,Javlon,26,Erkak,9.98901E+11
6144,Shahzod,22,Erkak,9.98977E+11
6145,Ulug'bek,24,Erkak,9.98909E+11
6146,Sherzod,43,Erkak,9.98904E+11
6147,Kamol,57,Erkak,9.98979E+11
6148,Nargiza,31,Ayol,9.98337E+11
6149,Ali,49,Erkak,9.98977E+11
6150,Dilnoza,31,Ayol,9.98974E+11
6151,Bekzod,32,Erkak,9.98972E+11
6152,Dilnoza,35,Ayol,9.9891E+11
6153,Sherzod,63,Erkak,9.98907E+11
6154,Bekzod,61,Erkak,9.98906E+11
6155,Mehriniso,39,Ayol,9.98903E+11
6156,Dilnoza,46,Ayol,9.98972E+11
6157,Shahnoza,32,Ayol,9.98338E+11
6158,Sherzod,60,Erkak,9.98903E+11
6159,Nigora,63,Ayol,9.98973E+11
6160,Ali,64,Erkak,9.98971E+11
6161,Malika,29,Ayol,9.98904E+11
6162,Zilola,35,Ayol,9.98973E+11
6163,Aziz,20,Erkak,9.98908E+11
6164,Nargiza,53,Ayol,9.98339E+11
6165,Ulug'bek,41,Erkak,9.98333E+11
6166,Nargiza,41,Ayol,9.98979E+11
6167,Sherzod,43,Erkak,9.98335E+11
6168,Kamol,53,Erkak,9.98979E+11
6169,Nigora,41,Ayol,9.98971E+11
6170,Sardor,28,Erkak,9.98904E+11
6171,Nargiza,65,Ayol,9.98976E+11
6172,Sardor,63,Erkak,9.98975E+11
6173,Sitora,44,Ayol,9.98906E+11
6174,Sardor,19,Erkak,9.98905E+11
6175,Shahnoza,27,Ayol,9.98971E+11
6176,Zilola,24,Ayol,9.98973E+11
6177,Nigora,35,Ayol,9.98904E+11
6178,Javlon,58,Erkak,9.98903E+11
6179,Shahzod,50,Erkak,9.98337E+11
6180,Shahzod,38,Erkak,9.98334E+11
6181,Javlon,58,Erkak,9.98971E+11
6182,Sardor,46,Erkak,9.98331E+11
6183,Shahnoza,37,Ayol,9.98979E+11
6184,Sardor,55,Erkak,9.98331E+11
6185,Zilola,37,Ayol,9.98972E+11
6186,Dilnoza,18,Ayol,9.98909E+11
6187,Mehriniso,58,Ayol,9.98333E+11
6188,Ali,19,Erkak,9.98975E+11
6189,Sherzod,51,Erkak,9.98337E+11
6190,Dilnoza,64,Ayol,9.98334E+11
6191,Bekzod,29,Erkak,9.98333E+11
6192,Zilola,40,Ayol,9.98903E+11
6193,Aziz,49,Erkak,9.98903E+11
6194,Ali,41,Erkak,9.98908E+11
6195,Sitora,38,Ayol,9.98901E+11
6196,Sitora,39,Ayol,9.98978E+11
6197,Bekzod,38,Erkak,9.98977E+11
6198,Aziz,34,Erkak,9.98973E+11
6199,Kamol,40,Erkak,9.98971E+11
6200,Kamol,35,Erkak,9.98972E+11
6201,Aziz,19,Erkak,9.98974E+11
6202,Ulug'bek,33,Erkak,9.98976E+11
6203,Sardor,35,Erkak,9.98979E+11
6204,Javlon,34,Erkak,9.98337E+11
6205,Shahzod,55,Erkak,9.9834E+11
6206,Javlon,42,Erkak,9.98339E+11
6207,Aziz,33,Erkak,9.98339E+11
6208,Javlon,61,Erkak,9.98971E+11
6209,Shahzod,49,Erkak,9.98977E+11
6210,Nigora,51,Ayol,9.98334E+11
6211,Nigora,53,Ayol,9.98337E+11
6212,Sardor,19,Erkak,9.98976E+11
6213,Nigora,45,Ayol,9.98902E+11
6214,Mehriniso,62,Ayol,9.98978E+11
6215,Mehriniso,57,Ayol,9.98973E+11
6216,Malika,49,Ayol,9.98908E+11
6217,Shahzod,53,Erkak,9.98972E+11
6218,Mehriniso,61,Ayol,9.98908E+11
6219,Dilnoza,31,Ayol,9.9891E+11
6220,Dilnoza,61,Ayol,9.98973E+11
6221,Malika,46,Ayol,9.98338E+11
6222,Zilola,48,Ayol,9.98331E+11
6223,Bekzod,46,Erkak,9.98332E+11
6224,Sherzod,18,Erkak,9.98904E+11
6225,Javlon,21,Erkak,9.98332E+11
6226,Nigora,26,Ayol,9.98332E+11
6227,Bekzod,18,Erkak,9.98335E+11
6228,Nargiza,27,Ayol,9.98977E+11
6229,Sherzod,26,Erkak,9.98905E+11
6230,Sitora,57,Ayol,9.98902E+11
6231,Sitora,41,Ayol,9.98976E+11
6232,Nargiza,36,Ayol,9.9891E+11
6233,Dilnoza,36,Ayol,9.98976E+11
6234,Zilola,56,Ayol,9.98971E+11
6235,Shahnoza,54,Ayol,9.98903E+11
6236,Ali,64,Erkak,9.98903E+11
6237,Sardor,39,Erkak,9.9891E+11
6238,Ali,22,Erkak,9.98908E+11
6239,Bekzod,54,Erkak,9.98904E+11
6240,Sitora,50,Ayol,9.98903E+11
6241,Nargiza,40,Ayol,9.98337E+11
6242,Sardor,27,Erkak,9.98971E+11
6243,Sherzod,38,Erkak,9.98972E+11
6244,Javlon,49,Erkak,9.98901E+11
6245,Sardor,46,Erkak,9.98909E+11
6246,Bekzod,26,Erkak,9.98336E+11
6247,Sardor,49,Erkak,9.98908E+11
6248,Zilola,27,Ayol,9.98977E+11
6249,Nargiza,46,Ayol,9.98335E+11
6250,Bekzod,51,Erkak,9.98339E+11
6251,Ulug'bek,48,Erkak,9.98335E+11
6252,Nigora,45,Ayol,9.98906E+11
6253,Shahnoza,32,Ayol,9.98907E+11
6254,Sitora,20,Ayol,9.98905E+11
6255,Malika,53,Ayol,9.98336E+11
6256,Sherzod,64,Erkak,9.98976E+11
6257,Aziz,49,Erkak,9.98906E+11
6258,Shahnoza,59,Ayol,9.98973E+11
6259,Malika,57,Ayol,9.98902E+11
6260,Sitora,38,Ayol,9.98904E+11
6261,Dilnoza,26,Ayol,9.98905E+11
6262,Ulug'bek,25,Erkak,9.98974E+11
6263,Zilola,20,Ayol,9.98337E+11
6264,Mehriniso,49,Ayol,9.98907E+11
6265,Nigora,31,Ayol,9.98903E+11
6266,Malika,20,Ayol,9.98338E+11
6267,Ulug'bek,21,Erkak,9.98907E+11
6268,Dilnoza,58,Ayol,9.98908E+11
6269,Dilnoza,25,Ayol,9.98905E+11
6270,Javlon,39,Erkak,9.98334E+11
6271,Aziz,23,Erkak,9.98973E+11
6272,Malika,26,Ayol,9.98902E+11
6273,Sardor,20,Erkak,9.98975E+11
6274,Javlon,34,Erkak,9.98972E+11
6275,Javlon,35,Erkak,9.98978E+11
6276,Sitora,39,Ayol,9.98978E+11
6277,Dilnoza,37,Ayol,9.98337E+11
6278,Kamol,27,Erkak,9.98979E+11
6279,Javlon,37,Erkak,9.98978E+11
6280,Javlon,30,Erkak,9.98978E+11
6281,Javlon,37,Erkak,9.98971E+11
6282,Mehriniso,30,Ayol,9.98979E+11
6283,Malika,57,Ayol,9.98905E+11
6284,Nargiza,63,Ayol,9.9898E+11
6285,Aziz,35,Erkak,9.98334E+11
6286,Shahzod,56,Erkak,9.98339E+11
6287,Nargiza,19,Ayol,9.98909E+11
6288,Mehriniso,34,Ayol,9.98337E+11
6289,Aziz,54,Erkak,9.98977E+11
6290,Dilnoza,42,Ayol,9.98334E+11
6291,Malika,48,Ayol,9.98337E+11
6292,Mehriniso,54,Ayol,9.98902E+11
6293,Dilnoza,21,Ayol,9.98971E+11
6294,Mehriniso,43,Ayol,9.98909E+11
6295,Zilola,61,Ayol,9.98333E+11
6296,Shahnoza,64,Ayol,9.98978E+11
6297,Dilnoza,60,Ayol,9.98905E+11
6298,Sherzod,41,Erkak,9.9898E+11
6299,Zilola,35,Ayol,9.98334E+11
6300,Aziz,44,Erkak,9.98335E+11
6301,Javlon,57,Erkak,9.9898E+11
6302,Aziz,46,Erkak,9.98973E+11
6303,Javlon,55,Erkak,9.98975E+11
6304,Nargiza,57,Ayol,9.98907E+11
6305,Shahnoza,29,Ayol,9.98972E+11
6306,Mehriniso,52,Ayol,9.98903E+11
6307,Malika,49,Ayol,9.98907E+11
6308,Shahnoza,21,Ayol,9.98334E+11
6309,Shahnoza,19,Ayol,9.98909E+11
6310,Sardor,51,Erkak,9.9891E+11
6311,Zilola,43,Ayol,9.98975E+11
6312,Ali,59,Erkak,9.98909E+11
6313,Sardor,58,Erkak,9.98972E+11
6314,Zilola,57,Ayol,9.98974E+11
6315,Shahzod,55,Erkak,9.98337E+11
6316,Kamol,37,Erkak,9.98974E+11
6317,Bekzod,65,Erkak,9.98335E+11
6318,Shahnoza,36,Ayol,9.98977E+11
6319,Kamol,27,Erkak,9.98333E+11
6320,Javlon,21,Erkak,9.98334E+11
6321,Javlon,35,Erkak,9.98978E+11
6322,Javlon,30,Erkak,9.98972E+11
6323,Malika,40,Ayol,9.98908E+11
6324,Aziz,53,Erkak,9.98331E+11
6325,Ali,30,Erkak,9.98903E+11
6326,Bekzod,27,Erkak,9.98334E+11
6327,Ali,40,Erkak,9.98977E+11
6328,Mehriniso,30,Ayol,9.98978E+11
6329,Sitora,37,Ayol,9.98973E+11
6330,Kamol,64,Erkak,9.98973E+11
6331,Malika,39,Ayol,9.98339E+11
6332,Zilola,56,Ayol,9.98972E+11
6333,Shahnoza,33,Ayol,9.98904E+11
6334,Ali,20,Erkak,9.98978E+11
6335,Aziz,49,Erkak,9.98338E+11
6336,Sitora,53,Ayol,9.98979E+11
6337,Shahzod,54,Erkak,9.98338E+11
6338,Shahnoza,24,Ayol,9.98901E+11
6339,Shahzod,61,Erkak,9.9891E+11
6340,Aziz,30,Erkak,9.98974E+11
6341,Shahnoza,57,Ayol,9.98973E+11
6342,Nigora,51,Ayol,9.98904E+11
6343,Kamol,30,Erkak,9.98339E+11
6344,Kamol,30,Erkak,9.98333E+11
6345,Nargiza,34,Ayol,9.9834E+11
6346,Shahnoza,31,Ayol,9.98336E+11
6347,Nargiza,51,Ayol,9.98974E+11
6348,Bekzod,62,Erkak,9.98976E+11
6349,Javlon,20,Erkak,9.98333E+11
6350,Nigora,54,Ayol,9.98976E+11
6351,Kamol,41,Erkak,9.98976E+11
6352,Zilola,56,Ayol,9.98339E+11
6353,Sardor,27,Erkak,9.98979E+11
6354,Bekzod,63,Erkak,9.98903E+11
6355,Aziz,25,Erkak,9.98903E+11
6356,Kamol,57,Erkak,9.98333E+11
6357,Ali,59,Erkak,9.98333E+11
6358,Malika,53,Ayol,9.9898E+11
6359,Aziz,38,Erkak,9.98333E+11
6360,Sardor,53,Erkak,9.98974E+11
6361,Sardor,57,Erkak,9.98976E+11
6362,Aziz,40,Erkak,9.98903E+11
6363,Javlon,28,Erkak,9.98975E+11
6364,Shahnoza,28,Ayol,9.98333E+11
6365,Nigora,25,Ayol,9.98337E+11
6366,Zilola,50,Ayol,9.98337E+11
6367,Zilola,58,Ayol,9.98337E+11
6368,Shahnoza,18,Ayol,9.98331E+11
6369,Aziz,60,Erkak,9.98975E+11
6370,Ulug'bek,22,Erkak,9.98905E+11
6371,Nargiza,36,Ayol,9.98976E+11
6372,Bekzod,21,Erkak,9.98905E+11
6373,Nargiza,49,Ayol,9.98907E+11
6374,Ulug'bek,62,Erkak,9.98973E+11
6375,Mehriniso,22,Ayol,9.98333E+11
6376,Malika,23,Ayol,9.98338E+11
6377,Ulug'bek,35,Erkak,9.98335E+11
6378,Javlon,55,Erkak,9.98973E+11
6379,Shahzod,56,Erkak,9.98908E+11
6380,Shahnoza,46,Ayol,9.98979E+11
6381,Mehriniso,56,Ayol,9.98338E+11
6382,Zilola,56,Ayol,9.98337E+11
6383,Sitora,36,Ayol,9.98973E+11
6384,Ulug'bek,28,Erkak,9.98909E+11
6385,Nargiza,49,Ayol,9.98977E+11
6386,Ali,41,Erkak,9.98905E+11
6387,Bekzod,57,Erkak,9.98334E+11
6388,Zilola,21,Ayol,9.98902E+11
6389,Sitora,40,Ayol,9.98337E+11
6390,Malika,61,Ayol,9.98905E+11
6391,Ulug'bek,34,Erkak,9.98334E+11
6392,Sherzod,24,Erkak,9.98904E+11
6393,Ali,43,Erkak,9.98907E+11
6394,Bekzod,45,Erkak,9.98902E+11
6395,Dilnoza,43,Ayol,9.98974E+11
6396,Zilola,33,Ayol,9.98908E+11
6397,Nigora,31,Ayol,9.98978E+11
6398,Sardor,19,Erkak,9.98909E+11
6399,Nargiza,38,Ayol,9.98331E+11
6400,Sardor,62,Erkak,9.9834E+11
6401,Dilnoza,41,Ayol,9.98908E+11
6402,Dilnoza,41,Ayol,9.98909E+11
6403,Malika,52,Ayol,9.98973E+11
6404,Ali,18,Erkak,9.98334E+11
6405,Dilnoza,54,Ayol,9.98976E+11
6406,Javlon,64,Erkak,9.98908E+11
6407,Mehriniso,61,Ayol,9.98978E+11
6408,Shahnoza,41,Ayol,9.98973E+11
6409,Javlon,30,Erkak,9.98338E+11
6410,Malika,18,Ayol,9.98336E+11
6411,Sitora,63,Ayol,9.98978E+11
6412,Ulug'bek,49,Erkak,9.9891E+11
6413,Javlon,54,Erkak,9.98903E+11
6414,Sherzod,53,Erkak,9.98972E+11
6415,Dilnoza,62,Ayol,9.98977E+11
6416,Dilnoza,56,Ayol,9.98976E+11
6417,Shahnoza,46,Ayol,9.98908E+11
6418,Sitora,56,Ayol,9.98974E+11
6419,Malika,55,Ayol,9.98972E+11
6420,Ulug'bek,46,Erkak,9.98334E+11
6421,Shahnoza,34,Ayol,9.98974E+11
6422,Mehriniso,32,Ayol,9.98334E+11
6423,Nigora,41,Ayol,9.98331E+11
6424,Shahnoza,21,Ayol,9.98334E+11
6425,Ali,58,Erkak,9.98902E+11
6426,Ali,27,Erkak,9.98903E+11
6427,Nigora,34,Ayol,9.98975E+11
6428,Shahnoza,60,Ayol,9.98906E+11
6429,Ali,55,Erkak,9.98332E+11
6430,Sitora,41,Ayol,9.98332E+11
6431,Zilola,64,Ayol,9.98909E+11
6432,Bekzod,26,Erkak,9.98973E+11
6433,Sitora,21,Ayol,9.9898E+11
6434,Shahzod,30,Erkak,9.98904E+11
6435,Sitora,51,Ayol,9.98333E+11
6436,Dilnoza,29,Ayol,9.98971E+11
6437,Malika,44,Ayol,9.98906E+11
6438,Mehriniso,60,Ayol,9.98903E+11
6439,Zilola,41,Ayol,9.98908E+11
6440,Ulug'bek,51,Erkak,9.98908E+11
6441,Shahzod,28,Erkak,9.98908E+11
6442,Malika,53,Ayol,9.98977E+11
6443,Ali,25,Erkak,9.98909E+11
6444,Nargiza,43,Ayol,9.98904E+11
6445,Zilola,41,Ayol,9.98339E+11
6446,Shahnoza,23,Ayol,9.98976E+11
6447,Nigora,27,Ayol,9.98339E+11
6448,Sitora,24,Ayol,9.98978E+11
6449,Zilola,46,Ayol,9.98338E+11
6450,Sitora,38,Ayol,9.98904E+11
6451,Mehriniso,37,Ayol,9.98908E+11
6452,Mehriniso,22,Ayol,9.98335E+11
6453,Javlon,63,Erkak,9.98972E+11
6454,Bekzod,51,Erkak,9.98904E+11
6455,Sherzod,39,Erkak,9.98909E+11
6456,Bekzod,24,Erkak,9.98332E+11
6457,Ali,39,Erkak,9.98973E+11
6458,Malika,35,Ayol,9.9891E+11
6459,Nargiza,63,Ayol,9.98977E+11
6460,Ulug'bek,53,Erkak,9.9891E+11
6461,Bekzod,22,Erkak,9.98332E+11
6462,Sitora,18,Ayol,9.98904E+11
6463,Bekzod,28,Erkak,9.98974E+11
6464,Shahnoza,62,Ayol,9.98331E+11
6465,Sardor,40,Erkak,9.98331E+11
6466,Nigora,41,Ayol,9.98976E+11
6467,Shahnoza,37,Ayol,9.98976E+11
6468,Sherzod,45,Erkak,9.98976E+11
6469,Mehriniso,41,Ayol,9.98902E+11
6470,Shahnoza,45,Ayol,9.98905E+11
6471,Nigora,48,Ayol,9.98339E+11
6472,Bekzod,47,Erkak,9.98977E+11
6473,Kamol,28,Erkak,9.98337E+11
6474,Javlon,19,Erkak,9.98973E+11
6475,Dilnoza,58,Ayol,9.98903E+11
6476,Aziz,26,Erkak,9.98338E+11
6477,Sitora,45,Ayol,9.98978E+11
6478,Shahnoza,53,Ayol,9.98908E+11
6479,Sherzod,64,Erkak,9.98979E+11
6480,Ulug'bek,42,Erkak,9.98975E+11
6481,Sardor,46,Erkak,9.98333E+11
6482,Shahnoza,28,Ayol,9.98974E+11
6483,Aziz,64,Erkak,9.98901E+11
6484,Shahnoza,20,Ayol,9.98333E+11
6485,Ali,58,Erkak,9.9898E+11
6486,Kamol,27,Erkak,9.9834E+11
6487,Shahzod,59,Erkak,9.98337E+11
6488,Zilola,48,Ayol,9.98901E+11
6489,Bekzod,27,Erkak,9.98337E+11
6490,Aziz,62,Erkak,9.98339E+11
6491,Sardor,53,Erkak,9.98335E+11
6492,Sherzod,38,Erkak,9.98973E+11
6493,Sitora,32,Ayol,9.98909E+11
6494,Sherzod,57,Erkak,9.98973E+11
6495,Zilola,50,Ayol,9.98335E+11
6496,Malika,28,Ayol,9.98335E+11
6497,Shahzod,35,Erkak,9.98908E+11
6498,Shahzod,19,Erkak,9.98335E+11
6499,Mehriniso,58,Ayol,9.98337E+11
6500,Shahzod,38,Erkak,9.98909E+11
6501,Aziz,64,Erkak,9.98979E+11
6502,Ulug'bek,28,Erkak,9.98906E+11
6503,Bekzod,35,Erkak,9.98336E+11
6504,Sardor,19,Erkak,9.98904E+11
6505,Sitora,56,Ayol,9.98976E+11
6506,Bekzod,62,Erkak,9.98903E+11
6507,Sitora,28,Ayol,9.98906E+11
6508,Nargiza,39,Ayol,9.98972E+11
6509,Malika,30,Ayol,9.98907E+11
6510,Shahzod,35,Erkak,9.98979E+11
6511,Sherzod,38,Erkak,9.9891E+11
6512,Nargiza,47,Ayol,9.98906E+11
6513,Mehriniso,56,Ayol,9.98336E+11
6514,Malika,32,Ayol,9.98974E+11
6515,Sitora,64,Ayol,9.98337E+11
6516,Malika,58,Ayol,9.98972E+11
6517,Shahnoza,63,Ayol,9.98974E+11
6518,Nigora,31,Ayol,9.98339E+11
6519,Javlon,58,Erkak,9.98906E+11
6520,Nargiza,55,Ayol,9.98906E+11
6521,Shahnoza,49,Ayol,9.98906E+11
6522,Dilnoza,27,Ayol,9.98908E+11
6523,Dilnoza,37,Ayol,9.98973E+11
6524,Sitora,37,Ayol,9.98904E+11
6525,Malika,43,Ayol,9.98974E+11
6526,Aziz,45,Erkak,9.98907E+11
6527,Zilola,26,Ayol,9.98336E+11
6528,Aziz,32,Erkak,9.98337E+11
6529,Sherzod,37,Erkak,9.98334E+11
6530,Mehriniso,19,Ayol,9.98977E+11
6531,Sherzod,18,Erkak,9.98904E+11
6532,Sherzod,27,Erkak,9.98974E+11
6533,Bekzod,39,Erkak,9.98339E+11
6534,Mehriniso,25,Ayol,9.98976E+11
6535,Kamol,47,Erkak,9.98339E+11
6536,Shahnoza,57,Ayol,9.9834E+11
6537,Ulug'bek,20,Erkak,9.98332E+11
6538,Sherzod,59,Erkak,9.98902E+11
6539,Dilnoza,32,Ayol,9.98907E+11
6540,Sherzod,37,Erkak,9.98908E+11
6541,Sherzod,23,Erkak,9.98339E+11
6542,Sitora,34,Ayol,9.98904E+11
6543,Malika,28,Ayol,9.98909E+11
6544,Nargiza,58,Ayol,9.98977E+11
6545,Sardor,20,Erkak,9.9891E+11
6546,Aziz,51,Erkak,9.98909E+11
6547,Zilola,22,Ayol,9.98972E+11
6548,Javlon,36,Erkak,9.98336E+11
6549,Malika,30,Ayol,9.98905E+11
6550,Dilnoza,49,Ayol,9.98334E+11
6551,Nigora,52,Ayol,9.98903E+11
6552,Sardor,29,Erkak,9.98337E+11
6553,Shahzod,52,Erkak,9.9834E+11
6554,Sitora,60,Ayol,9.98907E+11
6555,Ulug'bek,42,Erkak,9.98331E+11
6556,Ulug'bek,38,Erkak,9.98908E+11
6557,Bekzod,21,Erkak,9.98906E+11
6558,Dilnoza,25,Ayol,9.98973E+11
6559,Sardor,43,Erkak,9.98333E+11
6560,Javlon,51,Erkak,9.98337E+11
6561,Ali,56,Erkak,9.9834E+11
6562,Sardor,27,Erkak,9.98976E+11
6563,Shahzod,38,Erkak,9.98904E+11
6564,Sardor,29,Erkak,9.9834E+11
6565,Sitora,18,Ayol,9.98902E+11
6566,Mehriniso,38,Ayol,9.98336E+11
6567,Sardor,65,Erkak,9.98971E+11
6568,Ali,22,Erkak,9.98903E+11
6569,Ali,46,Erkak,9.98338E+11
6570,Dilnoza,58,Ayol,9.98332E+11
6571,Aziz,43,Erkak,9.98337E+11
6572,Kamol,21,Erkak,9.98338E+11
6573,Mehriniso,48,Ayol,9.98336E+11
6574,Sherzod,61,Erkak,9.98973E+11
6575,Shahzod,31,Erkak,9.98337E+11
6576,Javlon,54,Erkak,9.98972E+11
6577,Zilola,39,Ayol,9.98977E+11
6578,Aziz,62,Erkak,9.98907E+11
6579,Bekzod,23,Erkak,9.98339E+11
6580,Mehriniso,18,Ayol,9.98331E+11
6581,Dilnoza,38,Ayol,9.98332E+11
6582,Bekzod,32,Erkak,9.98975E+11
6583,Nargiza,38,Ayol,9.98339E+11
6584,Shahzod,56,Erkak,9.98971E+11
6585,Dilnoza,36,Ayol,9.98335E+11
6586,Nargiza,60,Ayol,9.98904E+11
6587,Javlon,56,Erkak,9.98978E+11
6588,Sardor,48,Erkak,9.9834E+11
6589,Dilnoza,58,Ayol,9.98971E+11
6590,Zilola,65,Ayol,9.98973E+11
6591,Sitora,61,Ayol,9.9891E+11
6592,Nigora,53,Ayol,9.98902E+11
6593,Sitora,60,Ayol,9.98972E+11
6594,Zilola,41,Ayol,9.98331E+11
6595,Bekzod,31,Erkak,9.98335E+11
6596,Nargiza,59,Ayol,9.98907E+11
6597,Shahnoza,60,Ayol,9.9891E+11
6598,Zilola,54,Ayol,9.98974E+11
6599,Zilola,37,Ayol,9.98336E+11
6600,Dilnoza,22,Ayol,9.98972E+11
6601,Ali,22,Erkak,9.98902E+11
6602,Nigora,29,Ayol,9.98979E+11
6603,Dilnoza,61,Ayol,9.98339E+11
6604,Shahnoza,22,Ayol,9.98332E+11
6605,Bekzod,52,Erkak,9.98978E+11
6606,Ali,23,Erkak,9.98905E+11
6607,Sitora,35,Ayol,9.98332E+11
6608,Bekzod,22,Erkak,9.98974E+11
6609,Ulug'bek,29,Erkak,9.98905E+11
6610,Javlon,59,Erkak,9.98906E+11
6611,Aziz,32,Erkak,9.98974E+11
6612,Shahzod,32,Erkak,9.98333E+11
6613,Malika,21,Ayol,9.98334E+11
6614,Sherzod,62,Erkak,9.98333E+11
6615,Sitora,36,Ayol,9.98909E+11
6616,Shahnoza,64,Ayol,9.9891E+11
6617,Nigora,25,Ayol,9.98975E+11
6618,Dilnoza,63,Ayol,9.98903E+11
6619,Sardor,38,Erkak,9.98338E+11
6620,Aziz,53,Erkak,9.98977E+11
6621,Zilola,53,Ayol,9.98903E+11
6622,Zilola,41,Ayol,9.98976E+11
6623,Nargiza,21,Ayol,9.98902E+11
6624,Ulug'bek,52,Erkak,9.98903E+11
6625,Dilnoza,46,Ayol,9.98907E+11
6626,Nigora,45,Ayol,9.98906E+11
6627,Nigora,65,Ayol,9.98339E+11
6628,Zilola,38,Ayol,9.98902E+11
6629,Zilola,35,Ayol,9.98906E+11
6630,Mehriniso,34,Ayol,9.98908E+11
6631,Dilnoza,34,Ayol,9.98335E+11
6632,Nargiza,37,Ayol,9.98977E+11
6633,Malika,61,Ayol,9.98909E+11
6634,Nigora,63,Ayol,9.98331E+11
6635,Bekzod,19,Erkak,9.98975E+11
6636,Dilnoza,40,Ayol,9.98977E+11
6637,Aziz,19,Erkak,9.98333E+11
6638,Javlon,57,Erkak,9.98333E+11
6639,Kamol,50,Erkak,9.98974E+11
6640,Nargiza,55,Ayol,9.98334E+11
6641,Aziz,49,Erkak,9.98906E+11
6642,Bekzod,41,Erkak,9.98979E+11
6643,Ali,38,Erkak,9.98903E+11
6644,Shahnoza,36,Ayol,9.98906E+11
6645,Shahnoza,41,Ayol,9.98972E+11
6646,Sitora,20,Ayol,9.98902E+11
6647,Nigora,64,Ayol,9.98902E+11
6648,Mehriniso,28,Ayol,9.98971E+11
6649,Shahzod,45,Erkak,9.98975E+11
6650,Mehriniso,28,Ayol,9.98908E+11
6651,Mehriniso,32,Ayol,9.98336E+11
6652,Sardor,59,Erkak,9.98974E+11
6653,Malika,49,Ayol,9.98903E+11
6654,Nigora,27,Ayol,9.98901E+11
6655,Zilola,47,Ayol,9.98904E+11
6656,Sherzod,27,Erkak,9.98331E+11
6657,Bekzod,58,Erkak,9.98905E+11
6658,Ali,34,Erkak,9.9834E+11
6659,Ulug'bek,63,Erkak,9.9891E+11
6660,Sitora,55,Ayol,9.98902E+11
6661,Mehriniso,21,Ayol,9.98978E+11
6662,Zilola,30,Ayol,9.98972E+11
6663,Ali,48,Erkak,9.98336E+11
6664,Nigora,44,Ayol,9.98901E+11
6665,Zilola,40,Ayol,9.98339E+11
6666,Sitora,60,Ayol,9.98905E+11
6667,Nargiza,59,Ayol,9.98332E+11
6668,Sitora,19,Ayol,9.9898E+11
6669,Shahnoza,36,Ayol,9.98905E+11
6670,Mehriniso,18,Ayol,9.98336E+11
6671,Nigora,45,Ayol,9.98905E+11
6672,Ulug'bek,21,Erkak,9.98978E+11
6673,Zilola,38,Ayol,9.98902E+11
6674,Kamol,27,Erkak,9.98909E+11
6675,Sherzod,32,Erkak,9.98978E+11
6676,Zilola,21,Ayol,9.98977E+11
6677,Sardor,53,Erkak,9.9898E+11
6678,Sherzod,65,Erkak,9.98908E+11
6679,Zilola,33,Ayol,9.98333E+11
6680,Sardor,40,Erkak,9.98972E+11
6681,Shahzod,28,Erkak,9.98339E+11
6682,Aziz,30,Erkak,9.98908E+11
6683,Bekzod,65,Erkak,9.98975E+11
6684,Nigora,20,Ayol,9.98906E+11
6685,Bekzod,55,Erkak,9.98333E+11
6686,Sitora,24,Ayol,9.98906E+11
6687,Sherzod,22,Erkak,9.9891E+11
6688,Kamol,43,Erkak,9.98337E+11
6689,Bekzod,44,Erkak,9.98336E+11
6690,Bekzod,34,Erkak,9.98334E+11
6691,Bekzod,28,Erkak,9.98905E+11
6692,Bekzod,28,Erkak,9.98332E+11
6693,Ulug'bek,39,Erkak,9.98976E+11
6694,Ulug'bek,51,Erkak,9.98336E+11
